location,description,created,target,type,to_package,association,images,comments,documents,priority,cause,project,task_group,days_to_target,month,weekday,season,has_parent_task,location_depth,description_length,task_category,overdue_label
JPC Project Management>EHS Management>01 Inspections,house keeping,2020-09-09,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,9,2,autumn,0,3,13,Safety,0
JPC Project Management>EHS Management>01 Inspections,house keeping,2020-09-09,,Safety Notice (Green) - Good Observation,Scaffolding,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,9,2,autumn,0,3,13,Safety,0
JPC Project Management>EHS Management>01 Inspections,tether oftools,2020-09-09,,Safety Notice (Green) - Good Observation,Ceilings & Partitions,FormAnswer,True,False,False,Unknown,JPC - Safety - Working At Height,1328,Safety,,9,2,autumn,0,3,14,Safety,0
JPC Project Management>EHS Management>01 Inspections,house keeping,2020-09-09,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,9,2,autumn,0,3,13,Safety,0
JPC Project Management>EHS Management>01 Inspections,house keeping,2020-09-09,,Safety Notice (Amber) - General Issue,Concrete - Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,9,2,autumn,0,3,13,Safety,0
JPC Project Management>EHS Management>01 Inspections,working at height,2020-08-19,,Safety Notice (Amber) - General Issue,Lifts,FormAnswer,True,False,False,Unknown,JPC - Safety - WAH Equipment,1328,Safety,,8,2,summer,0,3,17,Safety,0
JPC Project Management>EHS Management>01 Inspections,storage of materials,2020-08-19,,Safety Notice (Amber) - General Issue,Punch Windows,FormAnswer,True,False,False,Unknown,JPC - Safety - Storage,1328,Safety,,8,2,summer,0,3,20,Safety,0
JPC Project Management>EHS Management>01 Inspections,storage of metal,2020-08-19,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,FormAnswer,True,False,False,Unknown,JPC - Safety - Storage,1328,Safety,,8,2,summer,0,3,16,Safety,0
JPC Project Management>EHS Management>01 Inspections,access,2020-08-19,,Safety Notice (Amber) - General Issue,Electrical,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1328,Safety,,8,2,summer,0,3,6,Safety,0
JPC Project Management>EHS Management>01 Inspections,mis use of bins,2020-08-19,,Safety Notice (Amber) - General Issue,Concrete Coring,FormAnswer,True,False,False,Unknown,JPC - Safety - Plant & Equipment,1328,Safety,,8,2,summer,0,3,15,Safety,0
JPC Project Management>EHS Management>EHS Inspections,clear out the job boxes,2020-08-28,,Safety Notice (Amber) - General Issue,Electrical,FormAnswer,False,False,False,Unknown,JPC - Safety - Storage,1335,Safety,,8,4,summer,0,3,23,Safety,0
JPC Project Management>EHS Management>01 Inspections,storage of hazardous materials. contractor to ensure they have adequate lock up for COSHH,2020-08-25,,Safety Notice (Amber) - General Issue,Roofing,FormAnswer,True,False,False,Behavioural Failure,JPC - Safety - Storage,1328,Safety,,8,1,summer,0,3,89,Safety,0
JPC Project Management>EHS Management>01 Inspections,drinking bottles from contractors not being disposed of,2020-08-25,,Safety Notice (Amber) - General Issue,Mechanical,Unknown,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,8,1,summer,0,3,55,Safety,0
JPC Project Management>EHS Management>01 Inspections,drinking bottles from contractors not being disposed of,2020-08-25,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,Unknown,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,8,1,summer,0,3,55,Safety,0
JPC Project Management>EHS Management>01 Inspections,"number of operatives have been found without theyre face coverings over mouth and nose. warnings have been verbalised, and reinductions issued as necessary.",2020-08-25,,Safety Notice (Amber) - General Issue,Mechanical,Unknown,False,False,False,Unknown,JPC - Safety - PPE,1328,Safety,,8,1,summer,0,3,156,Safety,0
JPC Project Management>EHS Management>01 Inspections,drinking bottles from contractors not being disposed of,2020-09-14,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,9,0,autumn,0,3,55,Safety,0
JPC Project Management>EHS Management>01 Inspections,review of level 08 gaurd rail required around parapets. detail differs here from locations where concrete parapet is not acting as toe board. the first rail is the mid rail. seems like a lower rail is required to prevent accidents,2020-09-14,,Safety Notice (Amber) - General Issue,Scaffolding,FormAnswer,True,False,False,System Failure,JPC - Safety - Scaffolding,1328,Safety,,9,0,autumn,0,3,230,Safety,0
JPC Project Management>EHS Management>01 Inspections,no ladder tag,2020-09-14,,Safety Notice (Amber) - General Issue,Precast Concrete,FormAnswer,True,False,False,Behavioural Failure,JPC - Safety - Ladders,1328,Safety,,9,0,autumn,0,3,13,Safety,0
JPC Project Management>EHS Management>01 Inspections,no ladder tag,2020-09-14,,Safety Notice (Amber) - General Issue,Temporary Electrics,FormAnswer,True,False,False,Unknown,JPC - Safety - WAH Equipment,1328,Safety,,9,0,autumn,0,3,13,Safety,0
JPC Project Management>EHS Management>01 Inspections,ladder tag dated for a month. this should be a weekly inspection,2020-09-14,,Safety Notice (Amber) - General Issue,Mechanical,FormAnswer,True,False,False,Behavioural Failure,JPC - Safety - Ladders,1328,Safety,,9,0,autumn,0,3,64,Safety,0
JPC Project Management>EHS Management>01 Inspections,no safety station upper floors block 03/04. these should be installed as fitting out trades are commencing works here. fire point required JPC attention,2020-09-14,,Safety Notice (Amber) - General Issue,Main Contractor,Unknown,True,False,False,Unknown,JPC - Safety - Welfare Facilities,1328,Safety,,9,0,autumn,0,3,152,Safety,0
JPC Project Management>EHS Management>01 Inspections,"sanitiser point could be erected in block 01, as could safter station",2020-09-14,,Safety Notice (Amber) - General Issue,Main Contractor,Unknown,True,False,False,Unknown,JPC - Safety - Documentation,1328,Safety,,9,0,autumn,0,3,69,Safety,0
JPC Project Management>EHS Management>01 Inspections,storage of hazardous materials. contractor to ensure they have adequate lock up for COSHH,2020-08-25,,Safety Notice (Amber) - General Issue,Mechanical,FormAnswer,True,False,False,Unknown,JPC - Safety - Storage,1328,Safety,,8,1,summer,0,3,89,Safety,0
JPC Project Management>EHS Management>01 Inspections,number of operative not wearing full PPE (glass). corrective action took place. a number of people questioned the requirement with concerns for impared vision (glasses fogging) a number of operatived were not aware alternaive antimist glasses or spray was available. this should be highlighted at toolbox talks and focus on manager to supply. following a rewalk to ensure PPE comment were taken on board compliance remained high,2020-09-14,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,False,False,False,System Failure,JPC - Safety - PPE,1328,Safety,,9,0,autumn,0,3,428,Safety,0
JPC Project Management>EHS Management>01 Inspections,toe board missing,2020-09-14,,Safety Notice (Amber) - General Issue,Scaffolding,FormAnswer,True,False,False,Behavioural Failure,JPC - Safety - Access,1328,Safety,,9,0,autumn,0,3,17,Safety,0
JPC Project Management>EHS Management>01 Inspections,entry room to mass climber cluttered with materials and little. this area is to remain clean and clear to prevent trips,2020-09-14,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,FormAnswer,True,False,False,Behavioural Failure,JPC - Safety - Storage,1328,Safety,,9,0,autumn,0,3,119,Safety,0
JPC Project Management>EHS Management>01 Inspections,doors to pods removed. to be reviewed to ensure protection of finishes,2020-09-14,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1328,Safety,,9,0,autumn,0,3,70,Safety,0
JPC Project Management>EHS Management>01 Inspections,number of operative fully pee compliant,2020-09-14,,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,False,False,False,Unknown,JPC - Safety - PPE,1328,Safety,,9,0,autumn,0,3,39,Safety,0
JPC Project Management>EHS Management>01 Inspections,operaiver using hand sanitizer points onsite. Good practice,2020-09-14,,Safety Notice (Green) - Good Observation,Ceilings & Partitions,FormAnswer,True,False,False,Unknown,JPC - Safety - Welfare Facilities,1328,Safety,,9,0,autumn,0,3,59,Safety,0
JPC Project Management>EHS Management>01 Inspections,"block 02 working level has good housekeeping, clear access, and good edge protection",2020-09-14,,Safety Notice (Green) - Good Observation,Precast Concrete,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,9,0,autumn,0,3,84,Safety,0
JPC Project Management>EHS Management>01 Inspections,Good clear exclusion zones and access through site,2020-09-14,,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1328,Safety,,9,0,autumn,0,3,50,Safety,0
JPC Project Management>EHS Management>01 Inspections,toe boards missing.,2020-08-25,,Safety Notice (Amber) - General Issue,Scaffolding,FormAnswer,True,False,False,Behavioural Failure,JPC - Safety - Working At Height,1328,Safety,,8,1,summer,0,3,19,Safety,0
JPC Project Management>EHS Management>01 Inspections,gap between slabs block 02 in multiple locations to be closed,2020-08-25,,Safety Notice (Amber) - General Issue,Ceilings & Partitions,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1328,Safety,,8,1,summer,0,3,61,Safety,0
JPC Project Management>EHS Management>01 Inspections,Good storage practice,2020-08-25,,Safety Notice (Green) - Good Observation,Electrical,FormAnswer,True,False,False,Unknown,JPC - Safety - Storage,1328,Safety,,8,1,summer,0,3,21,Safety,0
JPC Project Management>EHS Management>01 Inspections,material store / clean as you go not in operation.,2020-08-25,,Safety Notice (Amber) - General Issue,Precast Concrete,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,8,1,summer,0,3,50,Safety,0
JPC Project Management>EHS Management>01 Inspections,material store / clean as you go not in operation.,2020-08-25,,Safety Notice (Amber) - General Issue,Scaffolding,Unknown,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,8,1,summer,0,3,50,Safety,0
JPC Project Management>EHS Management>01 Inspections,material store / clean as you go not in operation.,2020-08-25,,Safety Notice (Amber) - General Issue,Concrete - Formwork,Unknown,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,8,1,summer,0,3,50,Safety,0
JPC Project Management>EHS Management>01 Inspections,drinking bottles from contractors not being disposed of,2020-08-25,,Safety Notice (Amber) - General Issue,Electrical,Unknown,True,False,False,Unknown,JPC - Safety - House Keeping,1328,Safety,,8,1,summer,0,3,55,Safety,0
QC & BC(A)R>ITP 02 Architectural & M&E Services>Block 4>2nd Floor Plan,Walls to be plastered prior to install of AC unit for benchmark,2020-09-01,2020-09-07,JPC - Works To Go,Main Contractor,ForwardedFrom,True,False,False,Unknown,Unknown,1328,Site Management,6.0,9,1,autumn,1,4,63,Site Management,1
JPC Project Management>EHS Inspections,General House keeping demo area,2020-09-07,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,True,False,Unknown,JPC - Safety - House Keeping,1338,Safety,,9,0,autumn,0,2,31,Safety,0
JPC Project Management>EHS Inspections,Rubble outside fencing  _ remove - uneven ground,2020-09-07,,Safety Notice (Amber) - General Issue,Groundworks,FormAnswer,True,True,False,Unknown,JPC - Safety - House Keeping,1338,Safety,,9,0,autumn,0,2,48,Safety,0
JPC Project Management>EHS Inspections,emplre netting _ Review installation at pitch roof to flat roof.,2020-09-07,,Safety Notice (Amber) - General Issue,Roofing,FormAnswer,True,True,False,Unknown,JPC - Safety - Working At Height,1338,Safety,,9,0,autumn,0,2,64,Safety,0
JPC Project Management>EHS Inspections,Mushroom caps in place,2020-09-07,,Safety Notice (Green) - Good Observation,Concrete & Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - Management,1338,Safety,,9,0,autumn,0,2,22,Safety,0
JPC Project Management>EHS Inspections,house keeping,2020-09-07,,Safety Notice (Amber) - General Issue,Concrete & Formwork,FormAnswer,True,False,False,Unknown,JPC - Safety - House Keeping,1338,Safety,,9,0,autumn,0,2,13,Safety,0
JPC Project Management>EHS Inspections,Covid 19,2020-09-07,,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,True,True,False,Unknown,JPC - Safety - Welfare Facilities,1338,Safety,,9,0,autumn,0,2,8,Safety,0
JPC Project Management>EHS Inspections,Single use slings for rebar deliveries -  to be removed as quickly as possible. Multiple use to be avoided,2020-09-07,,Safety Notice (Amber) - General Issue,Concrete & Formwork,FormAnswer,True,True,False,Unknown,JPC - Safety - Lifting / Slinging,1338,Safety,,9,0,autumn,0,2,106,Safety,0
JPC Project Management>EHS Inspections,Exclusion zones to TTFC area.,2020-09-07,,Safety Notice (Green) - Good Observation,Timber Framing,FormAnswer,True,False,False,Unknown,JPC - Safety - Exclusion Zones,1338,Safety,,9,0,autumn,0,2,29,Safety,0
JPC Project Management>EHS Inspections,COD operatives working near Timlin's wall saw to wear ear proetection,2020-09-03,,Safety Notice (Amber) - General Issue,Groundworks,Unknown,False,False,False,Unknown,JPC - Safety - Environmental,1343,Safety,,9,3,autumn,0,2,69,Safety,0
JPC Project Management>EHS Inspections,Single use slings to be dumped after 1 use,2020-09-07,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Lifting / Slinging,1343,Safety,,9,0,autumn,0,2,42,Safety,0
JPC Project Management>EHS Inspections,Waste skips to be removed from site,2020-09-07,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Environmental,1343,Safety,,9,0,autumn,0,2,35,Safety,0
JPC Project Management>EHS Inspections,Good COVID PPE compliance by 2 operatives in boom lift,2020-09-07,,Safety Notice (Green) - Good Observation,Structural Steel,FormAnswer,True,False,False,Unknown,JPC - Safety - PPE,1343,Safety,,9,0,autumn,0,2,54,Safety,0
JPC Project Management>EHS Inspections,Good exclusion zone setup around dock levelers,2020-09-07,,Safety Notice (Green) - Good Observation,Demolition,FormAnswer,True,False,False,Unknown,JPC - Safety - Exclusion Zones,1343,Safety,,9,0,autumn,0,2,46,Safety,0
JPC Project Management>EHS Inspections,Leading edge of existing slab to be highlighted where there is no ramp,2020-09-03,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1343,Safety,,9,3,autumn,0,2,70,Safety,0
JPC Project Management>EHS Inspections,Reflective strips installed to highlight kerb,2020-09-03,,Safety Notice (Green) - Good Observation,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Access,1343,Safety,,9,3,autumn,0,2,45,Safety,0
JPC Project Management>EHS Inspections,Good internal exclusion zone setup around wall saw,2020-09-03,,Safety Notice (Green) - Good Observation,Demolition,FormAnswer,True,False,False,Unknown,JPC - Safety - Exclusion Zones,1343,Safety,,9,3,autumn,0,2,50,Safety,0
JPC Project Management>EHS Inspections,Good exclusion zone around the foundation pads for the mezzanine,2020-09-03,,Safety Notice (Green) - Good Observation,Structural Steel,FormAnswer,True,False,False,Unknown,JPC - Safety - Exclusion Zones,1343,Safety,,9,3,autumn,0,2,64,Safety,0
JPC Project Management>EHS Inspections,Waste skip to be removed from site,2020-09-03,,Safety Notice (Amber) - General Issue,Main Contractor,FormAnswer,True,False,False,Unknown,JPC - Safety - Environmental,1343,Safety,,9,3,autumn,0,2,34,Safety,0
JPC Project Management>EHS Inspections,"OMC operative observed using grinder correctly (handle attached), with pipe securely in place. Good exclusion zone in place with contact details signage also present - best practice",2020-09-03,,Safety Notice (Green) - Good Observation,Process Area Drainage,FormAnswer,True,False,False,Unknown,JPC - Safety - Plant & Equipment,1343,Safety,,9,3,autumn,0,2,181,Safety,0
JPC Project Management>EHS Inspections,Material stored neatly on site and spotter in place for all lifts and plant movements,2020-09-03,,Safety Notice (Green) - Good Observation,Structural Steel,FormAnswer,True,False,False,Unknown,JPC - Safety - Plant & People Interface,1343,Safety,,9,3,autumn,0,2,85,Safety,0
